value,filter
3494.608236,3483.978404
3490.104736,3486.300722
3486.34189,3488.335743
3490.792679,3489.191872
3496.70048,3490.075498
3492.137634,3491.52152
3482.655822,3491.952871
3484.979318,3490.418723
3486.658797,3488.274316
3482.948936,3486.589661
3472.704965,3484.471128
3473.881126,3481.192183
3477.393365,3478.023533
3479.933013,3476.47987
3484.51439,3476.9121
3491.611027,3479.311451
3491.864242,3483.158967
3490.221597,3486.968209
3488.076916,3489.384638
3481.254679,3489.713767
3483.786502,3488.198172
3481.867124,3486.081913
3487.217067,3484.561433
3492.989019,3484.67879
3493.446671,3486.611032
3493.3504,3489.215699
3491.013864,3491.255422
3485.071654,3491.789024
3485.489957,3490.625857
3493.376207,3489.263679
3495.415466,3489.416605
3501.476047,3491.369612
3500.230016,3494.409876
3498.260352,3497.186486
3492.836513,3498.389424
3488.8124,3497.482125
3483.458065,3494.678586
3483.043468,3490.826958
3481.025212,3487.028675
3478.03084,3483.775033
3480.774422,3481.269075
3477.838938,3479.718061
3482.459529,3479.08047
3483.210158,3479.467963
3481.266163,3480.455878
3479.228781,3481.076023
3473.081675,3480.556373
3475.845665,3478.926129
3480.012263,3477.516601
3485.512789,3477.698108
3482.702036,3479.320961
3480.898513,3480.971105
3482.969847,3481.89408
3492.214047,3483.049198
3491.259574,3485.310948
3496.120613,3488.241954
3503.082864,3491.719444
3506.407596,3495.975678
3503.36884,3500.118159
3508.112377,3503.230241
3512.383253,3505.800333
3509.592999,3508.161171
3511.025669,3509.806925
3518.722535,3511.237691
3520.012903,3513.41573
3520.895905,3516.067405
3518.634637,3518.252755
3518.773553,3519.419816
3520.78609,3519.85359
3527.194692,3520.580799
3529.945871,3522.418848
3537.779181,3525.551363
3545.985633,3530.168964
3547.034958,3535.860002
3541.761245,3540.797988
3542.771174,3543.520168
3552.699794,3545.043407
3545.799542,3546.602861
3539.807824,3547.091139
3535.339419,3545.430265
3530.778174,3542.015667
3530.355983,3537.853204
3528.025212,3533.983281
3521.018348,3530.46273
3517.713384,3526.71086
3521.945687,3523.242802
3523.242873,3521.263204
3520.753054,3520.724726
3524.820865,3520.952432
3517.911965,3521.349777
3515.181743,3520.868081
3506.629284,3518.742202
3503.948707,3514.992404
3500.042736,3510.382
3507.880943,3506.481273
3509.951041,3504.859618
3510.292702,3505.447377
3512.259117,3507.106974
3517.509906,3509.403764
3515.774239,3512.067817
3514.536857,3514.201225
3517.706749,3515.469754
3518.82027,3516.45828
3515.848959,3517.228116
3517.215832,3517.466414
3513.926836,3517.183108
3517.385495,3516.642713
3519.962846,3516.560606
3521.64173,3517.384102
3523.935673,3518.91433
